old_locus_tag,gene_name,accession,start,end,strand,gene_product,uniprot,operon
slr7013,cas5d,NC_005230.1,12674,13438,+,type I-D CRISPR-associated protein Cas5/Csc1,,Op2467
slr7014,cas6,NC_005230.1,13441,14229,+,CRISPR-associated endoribonuclease Cas6,,Op2467
slr7015,cas4,NC_005230.1,14222,14794,+,CRISPR-associated protein Cas4,,Op2467
slr7016,cas1d,NC_005230.1,14804,15781,+,type I-D CRISPR-associated endonuclease Cas1d,,Op2467
ssr7017,cas2,NC_005230.1,15813,16097,+,CRISPR-associated endonuclease Cas2,,Op2467
slr7023,slr7023,NC_005230.1,20266,22182,+,hypothetical protein,,Op2468
slr7024,slr7024,NC_005230.1,22328,24058,+,DUF262 domain-containing protein,,Op2469
slr7025,slr7025,NC_005230.1,24106,24495,+,hypothetical protein,,Op2469
slr7026,slr7026,NC_005230.1,24518,24886,+,hypothetical protein,,Op2469
sll7027,sll7027,NC_005230.1,24925,25509,-,hypothetical protein,,Op2470
,,NC_005230.1,25975,26195,-,DUF6036 family nucleotidyltransferase,,Op71
sll7028,sll7028,NC_005230.1,26352,27608,-,VWA-like domain-containing protein,,Op2471
sll7029,sll7029,NC_005230.1,27605,28630,-,MoxR family ATPase,,Op2471
sll7030,sll7030,NC_005230.1,28850,29353,-,GNAT family N-acetyltransferase,,Op2472
sll7031,sll7031,NC_005230.1,29337,29639,-,DUF1778 domain-containing protein,,Op2472
,,NC_005230.1,29928,30142,-,hypothetical protein,,Op71
slr7032,slr7032,NC_005230.1,30352,30669,+,DUF86 domain-containing protein,,Op2473
sll7033,sll7033,NC_005230.1,30699,31040,-,DUF5615 family PIN-like protein,,Op2474
sll7034,sll7034,NC_005230.1,31037,31369,-,DUF433 domain-containing protein,,Op2474
,,NC_005230.1,31422,31595,+,hypothetical protein,,Op6
,,NC_005230.1,31641,31790,-,hypothetical protein,,Op6
ssr7035,ssr7035,NC_005230.1,31822,32097,+,hypothetical protein,,Op2475
ssr7036,ssr7036,NC_005230.1,32289,32483,+,hypothetical protein,,Op2476
slr7037,slr7037,NC_005230.1,32647,35523,+,DUF3854 domain-containing protein,,Op2477
ssl7038,ssl7038,NC_005230.1,35891,36178,-,putative addiction module antidote protein,,Op2478
ssl7039,ssl7039,NC_005230.1,36189,36479,-,type II toxin-antitoxin system RelE/ParE family toxin,,Op2478
ssr7040,ssr7040,NC_005230.1,36597,36848,+,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,,Op2479
slr7041,slr7041,NC_005230.1,36839,37201,+,type II toxin-antitoxin system PemK/MazF family toxin,,Op2479
ssl7042,ssl7042,NC_005230.1,37267,37521,-,DUF1819 family protein,,Op2480
sll7043,sll7043,NC_005230.1,37554,38138,-,hypothetical protein,,Op2480
sll7044,sll7044,NC_005230.1,38131,38712,-,hypothetical protein,,Op2480
ssl7046,ssl7046,NC_005230.1,40245,40514,-,putative toxin-antitoxin system toxin component%2C PIN family,,Op2481
sll7047,sll7047,NC_005230.1,40637,41368,-,DUF4386 domain-containing protein,,Op2482
ssl7048,ssl7048,NC_005230.1,41419,41640,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,,Op2483
slr7049,slr7049,NC_005230.1,41845,42492,+,recombinase family protein,,Op2484
sll7050,sll7050,NC_005230.1,43053,43646,-,hypothetical protein,,Op2485
,,NC_005230.1,44249,44419,-,hypothetical protein,,Op6
ssl7053,ssl7053,NC_005230.1,44777,45019,-,Rho termination factor N-terminal domain-containing protein,,Op2486
slr7054,slr7054,NC_005230.1,45124,45630,+,helix-turn-helix domain-containing protein,,Op2487
sll7055,sll7055,NC_005230.1,45712,46086,-,hypothetical protein,,Op2488
slr7057,slr7057,NC_005230.1,47550,48242,+,HNH endonuclease,,Op2489
,,NC_005230.1,48431,48733,+,HNH endonuclease,,Op6
slr7059,slr7059,NC_005230.1,48790,49434,+,MerR family transcriptional regulator,,Op2490
slr7060,slr7060,NC_005230.1,49431,51197,+,macro domain-containing protein,,Op2490
slr7061,csx2,NC_005230.1,51537,52805,+,TIGR02221 family CRISPR-associated protein,,Op2491
sll7062,sll7062,NC_005230.1,52881,53996,-,hypothetical protein,,Op2492
sll7063,sll7063,NC_005230.1,54005,56392,-,TIGR03986 family CRISPR-associated RAMP protein,,Op2492
sll7064,csx19,NC_005230.1,56394,56954,-,CRISPR-associated protein Csx19,,Op2492
sll7065,sll7065,NC_005230.1,56954,58522,-,RAMP superfamily CRISPR-associated protein,,Op2493
sll7066,sll7066,NC_005230.1,58527,60902,-,RAMP superfamily CRISPR-associated protein,,Op2493
sll7067,sll7067,NC_005230.1,60905,62581,-,hypothetical protein,,Op2493
slr7068,cas6,NC_005230.1,62908,64011,+,CRISPR-associated endoribonuclease Cas6,,Op2494
sll7069,csx18,NC_005230.1,64005,64319,-,CRISPR-associated protein Csx18,,Op2495
sll7070,sll7070,NC_005230.1,64316,64651,-,hypothetical protein,,Op2495
slr7071,cas1,NC_005230.1,64822,65832,+,CRISPR-associated endonuclease Cas1,,Op2496
ssr7072,cas2,NC_005230.1,65842,66123,+,CRISPR-associated endonuclease Cas2,,Op2496
slr7073,slr7073,NC_005230.1,66223,66567,+,hypothetical protein,,Op2497
ssl7074,ssl7074,NC_005230.1,66610,66864,-,hemolysin XhlA family protein,,Op2498
sll7075,sll7075,NC_005230.1,66936,67976,-,hypothetical protein,,Op2498
sll7077,sll7077,NC_005230.1,72878,73459,-,HD domain-containing protein,,Op2499
sll7078,sll7078,NC_005230.1,73483,74928,-,TIGR03985 family CRISPR-associated protein,,Op2499
slr7080,slr7080,NC_005230.1,75157,76089,+,hypothetical protein,,Op2500
slr7081,slr7081,NC_005230.1,76204,77592,+,hypothetical protein,,Op2501
slr7082,slr7082,NC_005230.1,77599,78591,+,hypothetical protein,,Op2501
slr7083,slr7083,NC_005230.1,78642,79775,+,hypothetical protein,,Op2502
ssr7084,ssr7084,NC_005230.1,79821,80048,+,hypothetical protein,,Op2503
sll7085,sll7085,NC_005230.1,80203,81933,-,RAMP superfamily CRISPR-associated protein,,Op2504
sll7086,sll7086,NC_005230.1,82196,82591,-,hypothetical protein,,Op2505
sll7087,cmr4,NC_005230.1,82630,83409,-,type III-B CRISPR module RAMP protein Cmr4,,Op2505
slr7088,slr7088,NC_005230.1,83501,83881,+,peptidase,,Op2506
sll7089,sll7089,NC_005230.1,83905,85017,-,type III-B CRISPR module-associated protein Cmr3,,Op2507
sll7090,cas10,NC_005230.1,85199,88138,-,type III-B CRISPR-associated protein Cas10/Cmr2,,Op2508
slr7091,csx18,NC_005230.1,88262,88630,+,CRISPR-associated protein Csx18,,Op2509
slr7092,cas1,NC_005230.1,88627,89616,+,CRISPR-associated endonuclease Cas1,,Op2509
ssr7093,cas2,NC_005230.1,89620,89898,+,CRISPR-associated endonuclease Cas2,A0A068N7Q6_SYNY4,Op2509
,,NC_005230.1,93076,93216,+,hypothetical protein,,Op6
slr7094,slr7094,NC_005230.1,93265,93654,+,hypothetical protein,,Op2510
slr7095,slr7095,NC_005230.1,93673,94188,+,AAA family ATPase,,Op2510
slr7096,slr7096,NC_005230.1,94246,94611,+,hypothetical protein,,Op2510
slr7097,slr7097,NC_005230.1,94718,95344,+,alpha-ketoglutarate-dependent dioxygenase AlkB,,Op2511
slr7098,slr7098,NC_005230.1,95369,96241,+,hypothetical protein,,Op2511
slr7099,slr7099,NC_005230.1,96348,96938,+,hypothetical protein,,Op2512
slr7100,slr7100,NC_005230.1,97173,98522,+,hypothetical protein,,Op2513
slr7101,slr7101,NC_005230.1,98500,99015,+,hypothetical protein,,Op2513
slr7102,slr7102,NC_005230.1,99125,100141,+,family 10 glycosylhydrolase,,Op2514
,,NC_005230.1,100246,100707,-,ATP-binding domain-containing protein,,Op71
,,NC_005230.1,100781,101628,+,IS630 family transposase,,Op71
sll7106,sll7106,NC_005230.1,101524,103392,-,AAA family ATPase,,Op2515
sll8001,sll8001,NC_005231.1,1920,2966,-,macro domain-containing protein,,Op2516
sll8002,sll8002,NC_005231.1,2983,3621,-,DUF4433 domain-containing protein,,Op2516
ssl8003,ssl8003,NC_005231.1,3660,3839,-,hypothetical protein,,Op2516
sll8004,sll8004,NC_005231.1,3836,4372,-,zeta toxin family protein,,Op2516
ssl8005,ssl8005,NC_005231.1,4365,4655,-,nucleotidyltransferase family protein,,Op2517
sll8006,sll8006,NC_005231.1,4652,6046,-,restriction endonuclease subunit S,,Op2517
sll8007,sll8007,NC_005231.1,6043,6393,-,DUF5615 family PIN-like protein,,Op2517
ssl8008,ssl8008,NC_005231.1,6377,6601,-,DUF433 domain-containing protein,,Op2517
,,NC_005231.1,6652,8619,-,class I SAM-dependent DNA methyltransferase,,Op71
sll8011,sll8011,NC_005231.1,8821,9195,-,DUF5615 family PIN-like protein,,Op2518
sll8012,sll8012,NC_005231.1,9205,9621,-,hypothetical protein,,Op2518
ssr8013,ssr8013,NC_005231.1,9713,9940,+,DUF2281 domain-containing protein,,Op2519
slr8014,slr8014,NC_005231.1,9948,10373,+,PIN domain-containing protein,,Op2519
slr8015,slr8015,NC_005231.1,10395,10994,+,ParA family protein,,Op2519
slr8016,slr8016,NC_005231.1,10998,11867,+,ParB/RepB/Spo0J family partition protein,,Op2519
sll8017,sll8017,NC_005231.1,12618,13181,-,hypothetical protein,,Op2520
sll8018,sll8018,NC_005231.1,13695,15104,-,hypothetical protein,,Op2521
sll8019,sll8019,NC_005231.1,15590,16915,-,hypothetical protein,,Op2522
sll8020,sll8020,NC_005231.1,17687,18409,-,Crp/Fnr family transcriptional regulator,,Op2523
slr8021,slr8021,NC_005231.1,18529,19311,+,class I SAM-dependent methyltransferase,,Op2524
slr8022,slr8022,NC_005231.1,19356,19691,+,cupin domain-containing protein,,Op2525
slr8023,slr8023,NC_005231.1,19938,21278,+,carboxylesterase family protein,,Op2526
sll8025,sll8025,NC_005231.1,21810,22325,-,hypothetical protein,,Op2527
slr8026,slr8026,NC_005231.1,22461,22985,+,MarR family transcriptional regulator,,Op2528
sll8027,sll8027,NC_005231.1,23434,23859,-,putative toxin-antitoxin system toxin component%2C PIN family,,Op2529
ssl8028,ssl8028,NC_005231.1,23856,24077,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,,Op2529
slr8029,slr8029,NC_005231.1,24295,24861,+,recombinase family protein,,Op2530
slr8030,slr8030,NC_005231.1,25147,27345,+,DUF839 domain-containing protein,,Op2531
ndhK2,nuoB,NC_005231.1,27353,28012,-,NADH-quinone oxidoreductase subunit NuoB,,Op2532
sll8032,sll8032,NC_005231.1,28120,28461,-,YdhR family protein,,Op2533
sll8033,sll8033,NC_005231.1,28521,28823,-,hypothetical protein,,Op2534
sll8034,sll8034,NC_005231.1,29006,30040,-,nitronate monooxygenase,,Op2535
sll8035,sll8035,NC_005231.1,30084,30587,-,hypothetical protein,,Op2536
,,NC_005231.1,30954,31376,+,GNAT family N-acetyltransferase,,Op6
,,NC_005231.1,31402,31830,+,GNAT family N-acetyltransferase,,Op71
,,NC_005231.1,31993,32598,+,transglutaminase family protein,,Op6
slr8038,slr8038,NC_005231.1,32698,36411,+,WD40 repeat domain-containing protein,,Op2537
,,NC_005231.1,36679,36978,-,hypothetical protein,,Op6
sll8040,sll8040,NC_005231.1,37299,38048,-,HNH endonuclease,,Op2538
,,NC_005231.1,38411,38557,+,hypothetical protein,,Op6
,,NC_005231.1,38568,39415,-,IS630 family transposase,,Op71
slr8044,slr8044,NC_005231.1,39500,40969,+,hypothetical protein,,Op2539
,,NC_005231.1,41056,41903,+,IS630 family transposase,,Op71
sll8048,sll8048,NC_005231.1,42203,42913,-,SprT family zinc-dependent metalloprotease,,Op2540
,,NC_005231.1,42903,43241,-,hypothetical protein,,Op6
sll8049,sll8049,NC_005231.1,43288,46257,-,type I restriction endonuclease subunit R,,Op2541
sll5002,sll5002,NC_005229.1,574,1017,-,hypothetical protein,,Op2542
sll5003,sll5003,NC_005229.1,1136,1540,-,DUF5615 family PIN-like protein,,Op2543
,,NC_005229.1,1515,1700,-,DUF433 domain-containing protein,,Op6
slr5005,slr5005,NC_005229.1,2528,13921,+,FG-GAP-like repeat-containing protein,,Op2544
,,NC_005229.1,14340,14639,-,ATP-binding protein,,Op6
sll5006,sll5006,NC_005229.1,14579,15133,-,hypothetical protein,,Op2545
ssl5007,ssl5007,NC_005229.1,15233,15481,-,hypothetical protein,,Op2546
ssr5009,ssr5009,NC_005229.1,15996,16235,+,hypothetical protein,,Op2547
slr5010,slr5010,NC_005229.1,16603,17166,+,site-specific integrase,,Op2548
ssr5011,ssr5011,NC_005229.1,17218,17439,+,DUF167 domain-containing protein,,Op2549
slr5012,slr5012,NC_005229.1,17880,18800,+,DUF4007 family protein,,Op2550
slr5013,slr5013,NC_005229.1,18822,20513,+,hypothetical protein,,Op2550
sll5014,sll5014,NC_005229.1,20523,21479,-,LAGLIDADG endonuclease,,Op2551
ssl5015,ssl5015,NC_005229.1,21479,21760,-,hypothetical protein,,Op2551
slr5016,slr5016,NC_005229.1,21843,23219,+,HNH endonuclease domain-containing protein,,Op2552
slr5017,slr5017,NC_005229.1,23255,23572,+,nucleotidyltransferase domain-containing protein,,Op2552
slr5018,slr5018,NC_005229.1,23562,23903,+,DUF86 domain-containing protein,,Op2552
,,NC_005229.1,23890,24063,+,aminotransferase class V-fold PLP-dependent enzyme,,Op71
ssr5020,ssr5020,NC_005229.1,24181,24462,+,type II toxin-antitoxin system RelE/ParE family toxin,,Op2553
slr5021,slr5021,NC_005229.1,24473,24787,+,HigA family addiction module antitoxin,,Op2553
slr5022,slr5022,NC_005229.1,24798,25955,+,cysteine desulfurase family protein,,Op2553
slr5023,slr5023,NC_005229.1,25994,27175,+,AAA family ATPase,,Op2553
slr5024,slr5024,NC_005229.1,27175,27735,+,DUF4276 family protein,,Op2553
ssl5025,ssl5025,NC_005229.1,27859,28053,-,DUF433 domain-containing protein,,Op2554
sll5026,sll5026,NC_005229.1,28096,30168,-,DNA phosphorothioation-associated putative methyltransferase,,Op2555
,,NC_005229.1,30281,30574,-,HNH endonuclease,,Op6
,,NC_005229.1,30677,31183,-,hypothetical protein,,Op6
slr5029,slr5029,NC_005229.1,31397,32062,+,IS701 family transposase,,Op2556
sll5030,sll5030,NC_005229.1,32015,32836,-,ARMT1-like domain-containing protein,,Op2557
,,NC_005229.1,32865,33350,-,DUF4079 domain-containing protein,,Op71
sll5033,sll5033,NC_005229.1,33422,33961,-,DUF3122 domain-containing protein,,Op2558
sll5034,sll5034,NC_005229.1,34001,34624,-,DUF3365 domain-containing protein,,Op2558
,,NC_005229.1,34736,35005,-,metalloregulator ArsR/SmtB family transcription factor,,Op6
sll5036,sll5036,NC_005229.1,35079,36365,-,FAD-dependent oxidoreductase,,Op2559
slr5037,slr5037,NC_005229.1,36483,36866,+,DUF302 domain-containing protein,,Op2560
slr5038,chrA,NC_005229.1,36906,38144,+,chromate efflux transporter,,Op2560
ssl5039,ssl5039,NC_005229.1,38437,38730,-,hypothetical protein,,Op2561
slr5040,slr5040,NC_005229.1,38907,39641,+,IS5 family transposase,,Op2562
,,NC_005229.1,39663,40259,-,transposase,,Op71
sll5042,sll5042,NC_005229.1,40411,41316,-,sulfotransferase,,Op2563
sll5043,sll5043,NC_005229.1,41411,42397,-,glycosyltransferase family 2 protein,,Op2564
sll5044,sll5044,NC_005229.1,42442,43161,-,glycosyltransferase family 25 protein,,Op2565
sll5046,sll5046,NC_005229.1,43343,44293,-,sulfotransferase,,Op2566
sll5047,sll5047,NC_005229.1,44338,45855,-,hypothetical protein,,Op2567
sll5048,sll5048,NC_005229.1,45852,46940,-,glycosyltransferase family 4 protein,,Op2567
sll5049,sll5049,NC_005229.1,46945,48288,-,oligosaccharide flippase family protein,,Op2567
sll5050,sll5050,NC_005229.1,48291,49505,-,glycosyltransferase,,Op2567
slr5051,slr5051,NC_005229.1,49707,50099,+,hypothetical protein,,Op2568
sll5052,sll5052,NC_005229.1,50111,52333,-,cellulose synthase operon protein YhjQ/BcsQ,,Op2569
slr5053,slr5053,NC_005229.1,52552,52992,+,cyanoexosortase A system-associated protein,,Op2570
slr5054,slr5054,NC_005229.1,53037,54026,+,glycosyltransferase,,Op2571
slr5055,slr5055,NC_005229.1,54119,54910,+,WecB/TagA/CpsF family glycosyltransferase,,Op2572
slr5056,slr5056,NC_005229.1,54911,56281,+,glycosyltransferase family 2 protein,,Op2572
,,NC_005229.1,56357,56617,-,IS1 family transposase,,Op71
sll5057,sll5057,NC_005229.1,56854,57807,-,sugar transferase,,Op2573
slr5058,slr5058,NC_005229.1,57972,60323,+,NACHT domain-containing NTPase,,Op2574
sll5059,sll5059,NC_005229.1,60291,61199,-,response regulator,,Op2575
sll5060,sll5060,NC_005229.1,61202,64831,-,response regulator,,Op2575
sll5061,sll5061,NC_005229.1,64868,65245,-,PAS domain S-box protein,,Op2575
sll5062,sll5062,NC_005229.1,65331,65786,-,hypothetical protein,,Op2576
sll5063,sll5063,NC_005229.1,65758,66480,-,transposase,,Op2577
,,NC_005229.1,66782,67072,-,HNH endonuclease,,Op6
ssl5065,ssl5065,NC_005229.1,67163,67378,-,hypothetical protein,,Op2578
sll5066,sll5066,NC_005229.1,67362,67976,-,ParA family protein,,Op2578
sll5067,sll5067,NC_005229.1,68050,68574,-,ATP-binding protein,,Op2579
,,NC_005229.1,68904,69296,-,hypothetical protein,,Op6
,,NC_005229.1,69244,69408,-,hypothetical protein,,Op71
sll5069,sll5069,NC_005229.1,69335,70810,-,hypothetical protein,,Op2580
slr5071,slr5071,NC_005229.1,71474,71818,+,helix-turn-helix transcriptional regulator,,Op2581
,,NC_005229.1,71972,72238,+,hypothetical protein,,Op6
slr5073,slr5073,NC_005229.1,72425,73159,+,hypothetical protein,,Op2582
ssr5074,ssr5074,NC_005229.1,73270,73485,+,hypothetical protein,,Op2583
sll5075,sll5075,NC_005229.1,73728,74147,-,VOC family protein,,Op2584
sll5076,sll5076,NC_005229.1,74510,75055,-,dihydrofolate reductase family protein,,Op2585
slr5077,slr5077,NC_005229.1,75147,75929,+,Rpn family recombination-promoting nuclease/putative transposase,,Op2586
slr5078,slr5078,NC_005229.1,76050,76988,+,ion channel,,Op2587
sll5079,sll5079,NC_005229.1,77192,77944,-,glucose 1-dehydrogenase,,Op2588
sll5080,sll5080,NC_005229.1,78057,78881,-,alpha/beta hydrolase,,Op2589
sll5081,sll5081,NC_005229.1,79505,80293,-,YwqG family protein,,Op2590
slr5082,slr5082,NC_005229.1,80783,81613,+,Rpn family recombination-promoting nuclease/putative transposase,,Op2591
,,NC_005229.1,81723,81878,-,hypothetical protein,,Op6
sll5083,sll5083,NC_005229.1,82309,84186,-,AAA family ATPase,,Op2592
sll5084,sll5084,NC_005229.1,84439,85110,-,thermonuclease family protein,,Op2593
slr5085,slr5085,NC_005229.1,85167,85469,+,hypothetical protein,,Op2594
sll5086,sll5086,NC_005229.1,85552,86997,-,PLP-dependent aminotransferase family protein,,Op2595
slr5087,slr5087,NC_005229.1,87601,88020,+,DUF2267 domain-containing protein,,Op2596
slr5088,slr5088,NC_005229.1,88114,88830,+,SDR family oxidoreductase,,Op2597
sll5089,sll5089,NC_005229.1,88902,89759,-,metal-dependent hydrolase,,Op2598
sll5090,sll5090,NC_005229.1,89699,90253,-,hypothetical protein,,Op2598
ssl5091,ssl5091,NC_005229.1,90353,90601,-,hypothetical protein,,Op2599
ssr5092,ssr5092,NC_005229.1,90973,91218,+,hypothetical protein,,Op2600
slr5093,slr5093,NC_005229.1,91355,92692,+,NAD(P)/FAD-dependent oxidoreductase,,Op2601
sll5094,sll5094,NC_005229.1,92805,93236,-,type II toxin-antitoxin system VapC family toxin,,Op2602
ssl5095,ssl5095,NC_005229.1,93233,93520,-,type II toxin-antitoxin system prevent-host-death family antitoxin,,Op2602
ssl5096,ssl5096,NC_005229.1,93656,93865,-,recombinase family protein,,Op2603
sll5097,sll5097,NC_005229.1,93862,94866,-,WYL domain-containing transcriptional regulator,,Op2603
,,NC_005229.1,95256,95549,-,HNH endonuclease,,Op6
ssl5100,ssl5100,NC_005229.1,95697,95903,-,hypothetical protein,,Op2604
slr5101,slr5101,NC_005229.1,96124,96561,+,DUF6088 family protein,,Op2605
slr5102,slr5102,NC_005229.1,96554,97156,+,nucleotidyl transferase AbiEii/AbiGii toxin family protein,,Op2605
,,NC_005229.1,97277,97492,+,hypothetical protein,,Op6
sll5104,sll5104,NC_005229.1,97790,98212,-,arsenate reductase family protein,,Op2606
slr5105,slr5105,NC_005229.1,98614,99219,+,ParA family protein,,Op2607
ssr5106,ssr5106,NC_005229.1,99216,99449,+,hypothetical protein,,Op2607
sll5107,sll5107,NC_005229.1,99565,99981,-,cytidine deaminase,,Op2608
,,NC_005229.1,100364,100759,-,hypothetical protein,,Op6
,,NC_005229.1,100707,100868,-,hypothetical protein,,Op71
sll5109,sll5109,NC_005229.1,100798,102288,-,hypothetical protein,,Op2609
slr5110,slr5110,NC_005229.1,102801,103151,+,helix-turn-helix transcriptional regulator,,Op2610
,,NC_005229.1,103187,103417,-,hypothetical protein,,Op6
slr5111,slr5111,NC_005229.1,103661,104083,+,hypothetical protein,,Op2611
slr5112,slr5112,NC_005229.1,104141,105274,+,hypothetical protein,,Op2612
ssl5113,ssl5113,NC_005229.1,105753,106043,-,hypothetical protein,,Op2613
ssl5114,ssl5114,NC_005229.1,106087,106371,-,hypothetical protein,,Op2614
slr5115,arfB,NC_005229.1,106537,106950,+,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB,,Op2615
slr5116,slr5116,NC_005229.1,107105,107527,+,putative toxin-antitoxin system toxin component%2C PIN family,,Op2616
ssr5117,ssr5117,NC_005229.1,107531,107746,+,toxin-antitoxin system HicB family antitoxin,,Op2616
slr5118,slr5118,NC_005229.1,107767,108585,+,Rpn family recombination-promoting nuclease/putative transposase,,Op2616
slr5119,slr5119,NC_005229.1,108733,109503,+,Rpn family recombination-promoting nuclease/putative transposase,,Op2617
ssr5121,ssr5121,NC_005229.1,110068,110283,+,hypothetical protein,,Op2618
sll5122,sll5122,NC_005229.1,110524,111786,-,Y-family DNA polymerase,,Op2619
sll5123,umuD,NC_005229.1,111783,112217,-,translesion error-prone DNA polymerase V autoproteolytic subunit,,Op2619
slr5124,slr5124,NC_005229.1,112352,113182,+,Rpn family recombination-promoting nuclease/putative transposase,,Op2620
ssl5125,ssl5125,NC_005229.1,113239,113463,-,hypothetical protein,,Op2621
slr5126,slr5126,NC_005229.1,113953,114423,+,hypothetical protein,,Op2622
slr5127,slr5127,NC_005229.1,114514,115284,+,hypothetical protein,,Op2623
sll5128,sll5128,NC_005229.1,115503,116540,-,hypothetical protein,,Op2624
